"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","未然形","未然ウ接続","連用形","連用タ接続","仮定形","命令ｅ","仮定縮約１","未然特殊","体言接続特殊","体言接続特殊２","命令ｙｏ","命令ｒｏ","文語基本形","未然レル接続","命令ｉ","体言接続","未然ヌ接続","現代基本形"
"自立","*","*","一段","思い合せる","オモイアワセル,オモイアワセ,オモイアワセヨ,オモイアワセ,オモイアワセレ,オモイアワセヨ,オモイアワセロ,オモイアワセリャ,オモイアワセン","思い合せる","思い合せ","思い合せよ","思い合せ","","思い合せれ","","思い合せりゃ","","思い合せん","","思い合せよ","思い合せろ","","","","","",""
"自立","*","*","一段","萎れる","シオレル,シオレ,シオレヨ,シオレ,シオレレ,シオレヨ,シオレロ,シオレリャ,シオレン","萎れる","萎れ","萎れよ","萎れ","","萎れれ","","萎れりゃ","","萎れん","","萎れよ","萎れろ","","","","","",""
"自立","*","*","一段","総べる","スベル,スベ,スベヨ,スベ,スベレ,スベヨ,スベロ,スベリャ,スベン","総べる","総べ","総べよ","総べ","","総べれ","","総べりゃ","","総べん","","総べよ","総べろ","","","","","",""
"自立","*","*","五段・サ行","鳴らす","ナラス,ナラサ,ナラソ,ナラシ,ナラセ,ナラセ,ナラシャ","鳴らす","鳴らさ","鳴らそ","鳴らし","","鳴らせ","鳴らせ","鳴らしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","貸出す","カシダス,カシダサ,カシダソ,カシダシ,カシダセ,カシダセ,カシダシャ","貸出す","貸出さ","貸出そ","貸出し","","貸出せ","貸出せ","貸出しゃ","","","","","","","","","","",""
"自立","*","*","一段","差し換える","サシカエル,サシカエ,サシカエヨ,サシカエ,サシカエレ,サシカエヨ,サシカエロ,サシカエリャ,サシカエン","差し換える","差し換え","差し換えよ","差し換え","","差し換えれ","","差し換えりゃ","","差し換えん","","差し換えよ","差し換えろ","","","","","",""
"自立","*","*","五段・マ行","もぐり込む","モグリコム,モグリコマ,モグリコモ,モグリコミ,モグリコン,モグリコメ,モグリコメ,モグリコミャ","もぐり込む","もぐり込ま","もぐり込も","もぐり込み","もぐり込ん","もぐり込め","もぐり込め","もぐり込みゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","睨む","ニラム,ニラマ,ニラモ,ニラミ,ニラン,ニラメ,ニラメ,ニラミャ","睨む","睨ま","睨も","睨み","睨ん","睨め","睨め","睨みゃ","","","","","","","","","","",""
"自立","*","*","五段・カ行イ音便","打ちつづく","ウチツヅク,ウチツヅカ,ウチツヅコ,ウチツヅキ,ウチツヅイ,ウチツヅケ,ウチツヅケ,ウチツヅキャ","打ちつづく","打ちつづか","打ちつづこ","打ちつづき","打ちつづい","打ちつづけ","打ちつづけ","打ちつづきゃ","","","","","","","","","","",""
"自立","*","*","一段","おいかける","オイカケル,オイカケ,オイカケヨ,オイカケ,オイカケレ,オイカケヨ,オイカケロ,オイカケリャ,オイカケン","おいかける","おいかけ","おいかけよ","おいかけ","","おいかけれ","","おいかけりゃ","","おいかけん","","おいかけよ","おいかけろ","","","","","",""
"自立","*","*","五段・ラ行","ふりつもる","フリツモル,フリツモラ,フリツモン,フリツモロ,フリツモリ,フリツモッ,フリツモレ,フリツモレ,フリツモリャ,フリツモン,フリツモ","ふりつもる","ふりつもら","ふりつもろ","ふりつもり","ふりつもっ","ふりつもれ","ふりつもれ","ふりつもりゃ","ふりつもん","ふりつもん","ふりつも","","","","","","","",""
"自立","*","*","五段・カ行イ音便","かわく","カワク,カワカ,カワコ,カワキ,カワイ,カワケ,カワケ,カワキャ","かわく","かわか","かわこ","かわき","かわい","かわけ","かわけ","かわきゃ","","","","","","","","","","",""
"自立","*","*","一段","はしりだせる","ハシリダセル,ハシリダセ,ハシリダセヨ,ハシリダセ,ハシリダセレ,ハシリダセヨ,ハシリダセロ,ハシリダセリャ,ハシリダセン","はしりだせる","はしりだせ","はしりだせよ","はしりだせ","","はしりだせれ","","はしりだせりゃ","","はしりだせん","","はしりだせよ","はしりだせろ","","","","","",""
"自立","*","*","一段","省みる","カエリミル,カエリミ,カエリミヨ,カエリミ,カエリミレ,カエリミヨ,カエリミロ,カエリミリャ,カエリミン","省みる","省み","省みよ","省み","","省みれ","","省みりゃ","","省みん","","省みよ","省みろ","","","","","",""
"自立","*","*","五段・ワ行促音便","出合う","デアウ,デアワ,デアオ,デアイ,デアッ,デアエ,デアエ","出合う","出合わ","出合お","出合い","出合っ","出合え","出合え","","","","","","","","","","","",""
"自立","*","*","五段・サ行","といかえす","トイカエス,トイカエサ,トイカエソ,トイカエシ,トイカエセ,トイカエセ,トイカエシャ","といかえす","といかえさ","といかえそ","といかえし","","といかえせ","といかえせ","といかえしゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","かぶさる","カブサル,カブサラ,カブサン,カブサロ,カブサリ,カブサッ,カブサレ,カブサレ,カブサリャ,カブサン,カブサ","かぶさる","かぶさら","かぶさろ","かぶさり","かぶさっ","かぶされ","かぶされ","かぶさりゃ","かぶさん","かぶさん","かぶさ","","","","","","","",""
"自立","*","*","五段・カ行イ音便","こづく","コヅク,コヅカ,コヅコ,コヅキ,コヅイ,コヅケ,コヅケ,コヅキャ","こづく","こづか","こづこ","こづき","こづい","こづけ","こづけ","こづきゃ","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","這う","ハウ,ハワ,ハオ,ハイ,ハッ,ハエ,ハエ","這う","這わ","這お","這い","這っ","這え","這え","","","","","","","","","","","",""
"自立","*","*","五段・ワ行促音便","縫う","ヌウ,ヌワ,ヌオ,ヌイ,ヌッ,ヌエ,ヌエ","縫う","縫わ","縫お","縫い","縫っ","縫え","縫え","","","","","","","","","","","",""
"自立","*","*","五段・マ行","降込む","フリコム,フリコマ,フリコモ,フリコミ,フリコン,フリコメ,フリコメ,フリコミャ","降込む","降込ま","降込も","降込み","降込ん","降込め","降込め","降込みゃ","","","","","","","","","","",""
"自立","*","*","五段・マ行","はめこむ","ハメコム,ハメコマ,ハメコモ,ハメコミ,ハメコン,ハメコメ,ハメコメ,ハメコミャ","はめこむ","はめこま","はめこも","はめこみ","はめこん","はめこめ","はめこめ","はめこみゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","すみわたる","スミワタル,スミワタラ,スミワタン,スミワタロ,スミワタリ,スミワタッ,スミワタレ,スミワタレ,スミワタリャ,スミワタン,スミワタ","すみわたる","すみわたら","すみわたろ","すみわたり","すみわたっ","すみわたれ","すみわたれ","すみわたりゃ","すみわたん","すみわたん","すみわた","","","","","","","",""
"自立","*","*","四段・ハ行","いふ","イフ,イハ,イヒ,イヘ,イヘ,イフ,イハ,イヒ,イヘ,イヘ","いふ","いは","","いひ","","いへ","いへ","","","","","","","","","","","",""
"自立","*","*","一段","思へる","オモヘル,オモヘ,オモヘヨ,オモヘ,オモヘレ,オモヘヨ,オモヘロ,オモヘリャ,オモヘン","思へる","思へ","思へよ","思へ","","思へれ","","思へりゃ","","思へん","","思へよ","思へろ","","","","","",""
"自立","*","*","五段・マ行","刷りこむ","スリコム,スリコマ,スリコモ,スリコミ,スリコン,スリコメ,スリコメ,スリコミャ","刷りこむ","刷りこま","刷りこも","刷りこみ","刷りこん","刷りこめ","刷りこめ","刷りこみゃ","","","","","","","","","","",""
"自立","*","*","一段","くらわせる","クラワセル,クラワセ,クラワセヨ,クラワセ,クラワセレ,クラワセヨ,クラワセロ,クラワセリャ,クラワセン","くらわせる","くらわせ","くらわせよ","くらわせ","","くらわせれ","","くらわせりゃ","","くらわせん","","くらわせよ","くらわせろ","","","","","",""
"自立","*","*","五段・ラ行","ゆすぶる","ユスブル,ユスブラ,ユスブン,ユスブロ,ユスブリ,ユスブッ,ユスブレ,ユスブレ,ユスブリャ,ユスブン,ユスブ","ゆすぶる","ゆすぶら","ゆすぶろ","ゆすぶり","ゆすぶっ","ゆすぶれ","ゆすぶれ","ゆすぶりゃ","ゆすぶん","ゆすぶん","ゆすぶ","","","","","","","",""
"自立","*","*","一段","触れ合える","フレアエル,フレアエ,フレアエヨ,フレアエ,フレアエレ,フレアエヨ,フレアエロ,フレアエリャ,フレアエン","触れ合える","触れ合え","触れ合えよ","触れ合え","","触れ合えれ","","触れ合えりゃ","","触れ合えん","","触れ合えよ","触れ合えろ","","","","","",""
"自立","*","*","五段・ラ行","はねあがる","ハネアガル,ハネアガラ,ハネアガン,ハネアガロ,ハネアガリ,ハネアガッ,ハネアガレ,ハネアガレ,ハネアガリャ,ハネアガン,ハネアガ","はねあがる","はねあがら","はねあがろ","はねあがり","はねあがっ","はねあがれ","はねあがれ","はねあがりゃ","はねあがん","はねあがん","はねあが","","","","","","","",""
"自立","*","*","サ変・－スル","察する","サッスル,サッス,サッシ,サッシヨ,サッショ,サッセ,サッスレ,サッセヨ,サッシロ,サッスリャ","察する","察し","察しょ","","","察すれ","","察すりゃ","","","","察せよ","察しろ","察す","察せ","","","",""
"自立","*","*","一段","ころげおちる","コロゲオチル,コロゲオチ,コロゲオチヨ,コロゲオチ,コロゲオチレ,コロゲオチヨ,コロゲオチロ,コロゲオチリャ,コロゲオチン","ころげおちる","ころげおち","ころげおちよ","ころげおち","","ころげおちれ","","ころげおちりゃ","","ころげおちん","","ころげおちよ","ころげおちろ","","","","","",""
"自立","*","*","五段・サ行","すぐす","スグス,スグサ,スグソ,スグシ,スグセ,スグセ,スグシャ","すぐす","すぐさ","すぐそ","すぐし","","すぐせ","すぐせ","すぐしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","押しかえす","オシカエス,オシカエサ,オシカエソ,オシカエシ,オシカエセ,オシカエセ,オシカエシャ","押しかえす","押しかえさ","押しかえそ","押しかえし","","押しかえせ","押しかえせ","押しかえしゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","ただよわす","タダヨワス,タダヨワサ,タダヨワソ,タダヨワシ,タダヨワセ,タダヨワセ,タダヨワシャ","ただよわす","ただよわさ","ただよわそ","ただよわし","","ただよわせ","ただよわせ","ただよわしゃ","","","","","","","","","","",""
"自立","*","*","一段","結論づける","ケツロンヅケル,ケツロンヅケ,ケツロンヅケヨ,ケツロンヅケ,ケツロンヅケレ,ケツロンヅケヨ,ケツロンヅケロ,ケツロンヅケリャ,ケツロンヅケン","結論づける","結論づけ","結論づけよ","結論づけ","","結論づけれ","","結論づけりゃ","","結論づけん","","結論づけよ","結論づけろ","","","","","",""
"自立","*","*","一段","しばり上げる","シバリアゲル,シバリアゲ,シバリアゲヨ,シバリアゲ,シバリアゲレ,シバリアゲヨ,シバリアゲロ,シバリアゲリャ,シバリアゲン","しばり上げる","しばり上げ","しばり上げよ","しばり上げ","","しばり上げれ","","しばり上げりゃ","","しばり上げん","","しばり上げよ","しばり上げろ","","","","","",""
"自立","*","*","五段・カ行イ音便","欠く","カク,カカ,カコ,カキ,カイ,カケ,カケ,カキャ","欠く","欠か","欠こ","欠き","欠い","欠け","欠け","欠きゃ","","","","","","","","","","",""
"自立","*","*","五段・ガ行","乗り継ぐ","ノリツグ,ノリツガ,ノリツゴ,ノリツギ,ノリツイ,ノリツゲ,ノリツゲ,ノリツギャ","乗り継ぐ","乗り継が","乗り継ご","乗り継ぎ","乗り継い","乗り継げ","乗り継げ","乗り継ぎゃ","","","","","","","","","","",""
"自立","*","*","一段","ひめる","ヒメル,ヒメ,ヒメヨ,ヒメ,ヒメレ,ヒメヨ,ヒメロ,ヒメリャ,ヒメン","ひめる","ひめ","ひめよ","ひめ","","ひめれ","","ひめりゃ","","ひめん","","ひめよ","ひめろ","","","","","",""
"自立","*","*","五段・カ行イ音便","むせびなく","ムセビナク,ムセビナカ,ムセビナコ,ムセビナキ,ムセビナイ,ムセビナケ,ムセビナケ,ムセビナキャ","むせびなく","むせびなか","むせびなこ","むせびなき","むせびない","むせびなけ","むせびなけ","むせびなきゃ","","","","","","","","","","",""
